interaction_F,interaction_p,condition,n,mean_change,dz,p_raw,p_holm
5.790453649892812,0.00839958002099895,C0,12,1.2916666666666663,0.12915321390751264,0.6632683864650717,0.6632683864650717
5.790453649892812,0.00839958002099895,C1,12,-4.291666666666668,-0.7919839780328054,0.01911103572286863,0.03822207144573726
5.790453649892812,0.00839958002099895,C2,12,-5.694444444444444,-1.1423751835024847,0.0022444073917795245,0.006733222175338574
