n,mean,sd,median,benchmark,cohen_d,t,p_t_onesided,wilcoxon_p_onesided,primary_test,p_primary,sensitivity_test,ci_lo,ci_hi,bca_lo,bca_hi,ci_lo_onesided,ci_lo_onesided_t,interval_method,above_benchmark,primary_rule,sesoi,tost_p,tost_run,tost_gate,n_above_benchmark
12,72.91666666666667,9.097535463802904,70.0,68.0,0.5404394064995963,1.8721370209393413,0.04399818209929125,0.037841796875,Wilcoxon (one-sided),0.037841796875,one-sample t (one-sided),67.13636840355082,78.69696492978252,67.91666666666667,77.5,68.54166666666667,68.20025599451161,BCa bootstrap,True,one-sided BCa lower bound vs benchmark,5.0,0.48762744697798394,True,run (t-test null),10
